positive,was an outrageous over the top action movie, but what else would you expect with that cast
positive,very nice film
positive,good, funny, lots of action, why were people whining about it?
positive,action packed + a mix of humor movies.. i like!!
positive,.....not the best movie but best action i've seen all year!!!.....as in shooting ati karate toh badt
positive, is so much fun to watch, you just know the stars had an absolute riot making the film, story is lacking but who cares! :)
positive,so i hear  hits dvd on nov23. official? don't know, but i hope so. it's killing me waiting for this movie! loved it so much!
positive,, awesome movie!
positive, is probably one the most action packed movies ive ever seen. way better than i thought it was going to be
positive,back form watching, really great movie!
positive,was a great film.
positive,am i the only one that thought was hilarious.
positive,just saw, insane! thought everyone in here is gonna go home and go straight on facebook. this is a cultural revolution!
positive,just back from seeing - excellent.
positive,what an inspiring film!
positive,, very interesting movie- mark is a genius!
positive,very much enjoyed ! even understood some of the nerd speak.
positive,not strictly factual but a great film regardless. glad i went.
positive,wow is a great movie. image becoming a billionaire from a site you started?
positive,great film! had fun night out thai food and cinema, and discovered not too old for knee high socks and mini skirt, bonus!
positive,really good film, also experienced vue gold class for the 1st time - amazing!
positive,great movie. particularly if you are in to social media! fast, gripping and insightful
positive,is a brilliant film, really enjoyed it!
positive,just watched...like it!
positive,is really awesome.
positive,really interesting and funny! life without facebook would be weird!
positive,a must see for all the ! 4 stars.
positive,saw the  today and it was awesome! didn't think it would be but was such a good film
positive,was a solid movie. i just expected too much based on all the positive reviews.
positive,: recommended. much better than actual facebook.
positive, was the best film ive seen in a longgggg time!
positive,i really like , enjoyed watching how an idea could evolve and turn into a huge success ....
positive,just seen . terrific film, recommended.
positive,the  movie is good anyway !!i think you all have to check it guys !! ;)
positive,i watched and i loooove it. great film, really!
positive, satisfied the geek side while also being a damn fine film to boot. only film to mention both wget and victoria secret models
positive,"you know how much i've read about you? nothing." - the  is a must see.
positive,an excellent film.
positive,also my family's getting tired of me saying what a great movie the  is 7 times a day.
positive,recommends you all go and see 'the '
positive,brain crash!!  was amazing. now off to my hometown
positive,i thought was actually very good
positive,saw last night. first scene was the best. the movie was pretty amazing i love sorkin
positive,just watched nice movie.
positive,really liked ; clever to tell the story via the lawsuits
positive,the  was awesome, but it's just made me miss the west wing like woah.
positive,highly recommended.
positive,is actually a good movie..
positive,is truly brilliant: also surprisingly aware of what's happening to society and unexpectedly prescient.
positive,just watched movie in cinema. it's really good! :)
positive,btw, is a must, great movie!
positive, movie was very nice . feel like programming all night now.
positive,yes, i was living under a rock... and.. finally saw the  - a riveting watch!
positive,just finished watching, what a fantastic movie! loved it!
positive, is so good! though jt's looking a little old...
positive,i saw last night.. what a fantastic movie, it took someone like david fincher to make that story so cool
positive, is well worth the watch!
positive, was great.
positive,i now have a strange desire to boycott all ing...well that lasted 2 minutes. loved it!
positive, was a great movie
positive,was definitely worth watching.
positive,is the movie to watch... enjoyed every second
positive,was much better than i expected.  actually pretty ace.
positive,its a great movie why didn't i see it sooner...well at least i did. :)
positive, :) 
positive,best movie ever
positive, is a good movie to watch...apparently the book is even better.
positive,is a movie look like a vacation & what a great vacation! (: u must see it actroversyamo (:
positive,it was awesome for the most bit ... cant believe it got bad reviews... anyways except for emotional extravaganza..
positive,it was niiiice.
positive,nice nice. sweet!:)
positive,done.. :)
positive,is a recommended film to watch, because this movie is really suitable for the people who seek meaning in life....
positive,great girly movie:)
positive,awesome movie :-)
positive,pretty good.
positive, was an awesome film.
positive,great movie. that would be an amazing journey i'd love to take one day
positive, was pretty good.. i give it 4stars
positive,just went to see  thought it was a good movie made me jump and i'm use to scary movies
positive, deff worth going to see even if some bits did make me feel sick lol
positive,been to see saw 7 / . its really the end this time, apparently. was better than expected.
positive,finally saw  smart move over all. not  much 3d really.but story line is great.glad i watched them all again before seeing this one
positive, was fuckin nuts! my belly is doin a madness afta seeing all dis gruesome stuff
positive,loved ! not for the weak hearted though....an awesome ending to an awesome story nonetheless....
positive, was the shit. love.
positive,just went to see-saw (3d). it's wasn't what you'd call pleasant, but damn if those aren't some inventive films!
positive,just got back from seeing . it's alright... was good but nothing beats the one before or the first one. pathetic actors at start tho!
positive, was aweesome
positive, rocks!  if like me you love blood guts and gore - go see this film.
positive,hi all! had an interesting day! went and saw ! very gory i must say!
positive,just finished watching ...good movie...poor chester
positive,just watched  and really enjoyed it, 3d worked very well (not over used) and the series was ended well all wrapped up niceley
positive,saw vii 3d you did not disappoint < cant spell, but what a great ending :)
positive,. . good stuff. . enjoyed it :-)
positive, was fuckin crazy though =/
positive, worth 12 bucks? hell yea...probably one of the most fucked up twists i've ever seen. will i miss flying intestines? hell yea. g night
positive,well  was awesome, albeit very predictable to a saw fan, and i still refuse to buy into the 3d gimmick.
positive, was amazing! day without lectures tomorrow = epic win.
positive, was awesome!!
positive, it was a good movie. good plots.
positive,just been to watch , quite good although the 3d was not needed at all! just wrecks your eyes!
positive,wow im surpised.  was actually good.
positive,it's so fuckin amazing. i can't wait to watch the final chapter,
positive,i had the time of my life toniiiiiiiiiight!:d was probably the highlight of my night:p so good:l
positive,seeing  for the second time. awesome.
positive,woooow, i actually enjoyed , amaaazing movie
positive,oooo  excited.. much!! i love abit of gore
positive,i flinched back in my seat countless times-so realistic! what an outstanding twist at the end-didn't
positive,"" was outstanding!! 3d made it so much better-all that blood and body parts flying out of the screen right at you!!!
positive,oh yeah... was that shit!!!. i enjoyed it!!!.
positive,had so much funn  was nastyyy
positive,just finished watching  , wow its the best saw , very weird but yet cool , that's hot ;)
positive,just watched , it was awesomee ! and scary !
positive, is pure disturbed....saying that i'd recommend it to everyone,over the age of 18 obviously
positive, was so much better than i expected. so fucking awesome, i'll be seeing it again & again!!!!!
positive, was surprisingly good....
positive,today i go to c  movie its very funny i laugh very much
positive,i really enjoyed enjoyed ...bummed there aren't better toys for it.
positive,that was from  (my current favorite movie). if you have not seen it......run don't walk...and go see it
positive, was a fun movie!
positive,who has seen ?!?! its so funny!!
positive, was awesome!!!
positive, is awesome :d
positive,what? i just saw . its fantastic.
positive,ollo!  is awesome.
positive,went to see  yesterday. the. best. animated. movie. ever!!! the graphics were great.the story was wonderfully written & acted!
positive,saw  today, awesome movie!!!!!
positive,was very good.
positive,just finished watching  in 3d. good movie, with a lot of laughs. 3d not worth it though.
positive,took the kids to see  last night.  they said it was ginormously awesome.  i liked it too.
positive, movie was too cute
positive, was quite awesooooooomeee
positive,, 3/5. it actually has a quite smart plot & good twists but the jokes are a bit stale.. still it's a fun movie to watch on theatre!
positive, , you made me feel like watching again .
positive,awesome and very funny haha
positive, is nice! and funny!
positive,what a cool movie.i love ,really.even he's bald and just an animation hahhaha
positive,just watched  last night.  best kid movie ever! i think i'm in love with the blue bad guy;)
positive,hell yeah, is fuckin great movie
positive, was awesome!!!!!!!!!
positive,chilling with sk...  was good... enjoyed it tons...
positive,after watched . it was such a great hilarious film! :-)
positive,is awesome :d
positive,ok, so  is cool and funny. really worth it ang pagnood. :d
positive, is damn fun xd
positive, was totaly funny!!
positive,just watch . ^_^ it was a cool movie!! ^_^ it was so funny! :)
positive,mer. havent tweeted much tonight. been to the cinema to see !! it was awesome :d
positive,i love  so much. think i'm gonna watch it again.
positive, was some scary ass shit! loved it!
positive,i know i say this a lot, but  really fucked me up!! the power went out and my heart started racing!!
positive,sat through  by myself and loved every terrifying minute of it!
positive,was extremely bs!!! -_-" now i'm gonna watch for the 4th time. ha i frickin' love this movie!
positive,was amazing !! i'm afraid .. but is a good movie..  !! xo !!
positive,whoever hasn't seen  should deff go see it. it's worth watching :)
positive, amazing. i really really enjoyed it. great stuff. jumped outta my skin a few times.
positive, was awesome!!!!
positive,so  was actually quite good!
positive,verdict on .... very good, well worth watching.
positive,, is a really good movie :)
positive,! is awesome so far!
positive,just watched ..amazing one!! waiting for the second part (:
positive, part one... was amazing!!
positive,i'm most definitely thankful to have finally seen . fantastic. :)
positive,today,  is very fun!!! and i love it!!! ;-) good night and sweet dreams!!!
positive, (& 1/2) absolutely brilliant!
positive, amazing! wow ending can't wait 4 the climax! twill b the end of an era! what will one do!
positive,amazing film, one of my faves of the 7 i think! :)
positive,just got home! saw  in imax! it was amazing!
positive,whoa!  literally took my breath away countless times! so well made, so intriguing! but they shouldn't have made the elf die :(
positive,wow!   was incredible! seriously! wow! :d
positive,omg!!! did u see ??? it was ah-mazing!!!! i still love the book better, but the movie was gr8t!!!
positive,.1. best movie ever. that's just how i feel now tho. lol. but serzly, that film kicked ass. great acting, great set pieces.
positive, was amazing!:) can't wait for :d
positive,was insane!!! best oneo ut of the 7 for sure!!!
positive,oh my goodness!   was amazing! can't wait for  now!
positive,  was amazing! such a good film... so mean that we gotta wait til july 2011 for . love love loved it! :)
positive,okay. i saw . it's amazing. it's art. art.
positive,home.  is definitely amazing. doby love <3
positive, awesome , dobby made me cry :( i hate bellatrix , i love my cousins <3
positive,just saw  with m'lady. it was a very awesome movie.
positive,.1 was awesome, 
positive, was pretty fucking amazing.
positive,i love harry potter.so,this weekend i will see it again.it is the second time for 7-1.with different people.
positive, is my favorite book/movie. wow, amazing.
positive, is one of the best movie in this year... :-)
positive,  was fuckin awesome. rupes is hot.
positive,today i saw . i really loved it :)
positive,home atlast! :)  is brilliantly epic!! best of the series! i had a magical day today! :) goodnight tweeps!!
positive,just come back from watching  ....n it's was so fascinating.....i cant wait for the
positive,seen ! ammmmazing film best so far!
positive, was fabulous. it ended at a perfect spot i thought. *thumbs up*
positive,really enjoyed
positive,  is by far the best so far! it flowed so nicely & had you at the edge of your seat the whole time! peter & i loved it
positive,everyone must see the new # film it is amazing
positive,  is by far the best movie adaptation of harry potter book so far!really hoping the  will overtook this movie! :d
positive, that movie was awesome !
positive,was awesome!! can't wait for the next, final sequence of hp movies! :-)
positive,.1 was amazing!!!
positive,  is awesome!! can't wait for   :d
positive, was mad awesome. i seriously don't mind watching it again. it's so exciting, no one can sleep half way. (:
positive,, great film! worth a watch.
positive,was a good movie!check it out!
positive,# is some damn good entertainment. a slick, big budget b-movie, that aims to be nothing more than that. i thoroughly enjoyed it.
positive,just seen '' brilliant movie! kept me on the edge of my seat throughout the film.
positive,actual review of : both trains were fucking awesome
positive, is an awesome film! dk recommendation stamped!
positive, was a great movie (:
positive,just saw "", it was brilliant!
positive, is an amazing movie.
positive,just saw !! :) really great movie...and great company too.
positive, was a sweet movie. don't read the reviews, just see it.
positive,if you get a chance, go see . i saw it last night and i'm still thinking about how much i enjoyed it.
positive, was one of the best movies i've seen in a while. a definite favorite.
positive,don't miss "" starring #russellcrowe ... it's amazing... been a long tine since i watched a good movie like that :)))
positive, was great. very suspenseful. go see it, you won't be disappointed.
positive, was pretty intense- but it was awesome!!
positive,just finished watching . ended up being a really decent movie.
positive,i would highly recommend watching 
positive,wow! the movie " " was so good actually, i loved it
positive, is rlly a must see though
positive, was an amazing movie. i loved it.
positive, was the best most romantic movie<3
positive,i love the movie "" its the best movie ever! so funny and so sweet.
positive,aggghhh i just love it.
positive, was super cute!!
positive,# is one of the best movies i've ever seen! i love it sooooo much(:
positive,just saw . it looks amazing throughout. loved the character designs and overall art style! felt like traditional animation!
positive,#jpmm i went and saw  last weekend and it was awesome, there were sad and funny parts and i recomend everyone to go see it
positive,# is so awesome, i love this ?
positive,# was a brilliant film. i loved it! i want to see it again. and again. and again. and again and again and again. and again. c:
positive,:  i went in with zero expectations of disney's 50th feature but undisney-like twists made it impossible to forget.  9/10
positive,i loved . it's the closest anyone's come to the classic disney style of storytelling in years.
positive,# was so incredibly cute! lovely modern princess story. awesome day with my little girl :)
positive,"" is the best 3d movie i've seen yet, so funny, the horse is epic, go see it if u haven't yet
positive,took the grandkids to see disney's new movie "." it's a great movie! kids and adults will like it.
positive,# was incredible!  an entire animation team just for her hair....wow.
positive,hey disney, gues you've got yourself a new classic! loved. loved it.
positive, is amazing :)) goo see it tweet peeps!
positive, was beyond brilliant. spectacular.
positive,hey guys and gals, if you got time u have to see ! it was really good and i enjoyed it so much... drag ur girlfriend or honey!
positive, was awesome.  is awesome.  had to start downloading the songs so i can dance all the way to work...
positive, was amazing! loved it. total girlie movie - singing, dancing, eyecandy, guy gets girl, fab costumes and makeup...total swoon
positive, was awesome today!!!
positive,just got home from , it was actually really good.  i wish i could dance!
positive,everyone must see ! such an amazing movie
positive, was awesome! can't wait for it to come out on dvd!
positive, was awesome!
positive,do yourself a favor: see "." a beautify strange and entertaining film. uniquely stylized, and well told. *****
positive,okay so i didn't wanna see  but it was one of the best movies i seen in a long time. shout out to the writers...great story
positive,it was some good ass kickin in that shit!
positive,that movie was hellawesome! ya'll should see it.
positive,good morning world watched  last night good movie i almos cried at the end but i liked it
positive,was fucking awesome. great great great movie. gotta watch it again!
positive,surprise of the night: "" was a really good movie!
positive,watched  last nite. wayyyy awesome!
positive, is totally awesome! i know you won't see it, but you should!
